KIAA0195,15,18
MAPK1,15,18
VDAC3,23,18
ENSG00000101898,18,18
ACSL4,23,18
ACSS2,23,18
ACTC1,16,18
ACTG1,16,18
ACTG2,16,18
ACTN1,16,18
ACTN4,15,18
ACTR3,16,18
ACVR1,15,18
ADRBK1,22,18
AHRR,16,18
AHSA1,23,18
ALYREF,6,18
ANXA1,12,18
ANXA2,15,18
ATP2A2,1,18
ATP6V1A,23,18
ATP6V1F,14,18
ATXN10,12,18
BAG6,4,18
BIN3,14,18
BOP1,3,18
EIF1AX,3,18
EIF2B5,3,18
GTF2E2,20,18
H2AFX,20,18
HIST1H2AC,20,18
HIST1H2AD,20,18
HIST1H2AE,20,18
HIST1H2AH,20,18
HIST1H2AI,20,18
HIST1H2AL,20,18
HIST1H2BB,20,18
HIST1H4E,20,18
SAR1B,23,18
SRP14,16,18
SRP9P1,16,18
SRSF10,16,18
SSBP1,16,18
SVIL,16,18
SYNPO,16,18
TAB2,12,18
TAOK2,16,18
THRAP3,16,18
YBX1,6,18
ZC3H15,2,18
ZFAND5,12,18
ENSG00000096155,4,18
ANKRD20A11P,12,18
UBL7,4,18
ZSWIM5,4,18
AP3D1,14,18
EP400,1,18
GCDH,1,18
GTF3C1,1,18
CAPZA2,14,18
CNDP2,23,18
DEPDC5,14,18
ILF2,6,18
PTPN4,24,18
PTPRCAP,25,18
RRP9,3,18
EXOC1,4,18
RTN4IP1,4,18
ABT1,3,18
ACIN1,6,18
HADHA,18,18
PFDN5,20,18
PPIB,18,18
RRM1,20,18
SFXN1,18,18
SNRPB2,6,18
TMEM189-UBE2V1,18,18
ENSG00000144785,18,18
CSF1R,25,18
FCGR2A,13,18
BTG1,21,18
BTG2,21,18
DERL2,14,18
RIF1,24,18
SLC6A1,11,18
PFDN6,20,18
TUBGCP6,1,18
ICT1,18,18
ITGAL,13,18
KAT2A,20,18
KNTC1,4,18
KRTCAP2,4,18
LRRC41,12,18
OS9,21,18
CSNK1G1,15,18
FGGY,17,18
HIRA,20,18
YARS2,21,18
CHMP3,14,18
ALB,13,18
ALG14,14,18
ITPA,14,18
KDSR,14,18
KMO,17,18
LETM1,18,18
NCAPD2,14,18
PDSS1,14,18
ASF1B,20,18
H2AFB3,20,18
PRPS1,4,18
ALPL,18,18
ALPPL2,18,18
DBT,18,18
GPKOW,4,18
