ENSG00000101898,18,18
ACOX1,18,7
SMPDL3B,18,2
TKT,18,0
UBE2K,18,21
FHL1,18,13
KLHL8,18,17
THUMPD1,18,7
IKBKE,18,13
PRMT1,18,0
VHL,18,1
ENSG00000204523,18,9
ACLY,18,13
BTF3,18,9
CACYBP,18,3
CLIC1,18,0
HYOU1,18,13
MAT2A,18,20
ENSG00000206394,18,9
ALDH3A2,18,16
COX6A1,18,7
HSPE1,18,0
MYD88,18,3
NAA20,18,3
PAPSS1,18,8
PGP,18,14
PPCDC,18,24
PUS7,18,9
ENSG00000164605,18,14
ADH5,18,20
FTSJ1,18,10
PIN4,18,8
ACP1,18,9
ADSS,18,3
AKR1B1,18,3
BPNT1,18,23
C11orf58,18,11
CAPZA1,18,22
CCDC58,18,9
COTL1,18,0
COX4I1,18,0
DDT,18,16
ECHS1,18,14
EMC3,18,14
ERP29,18,14
ETFB,18,24
FAM49B,18,24
GLO1,18,7
HADHA,18,18
HPRT1,18,16
IRF5,18,7
LAGE3,18,9
LTA4H,18,3
MLEC,18,9
MRPL14,18,14
MTPN,18,14
NAA15,18,12
NTMT1,18,9
PA2G4,18,13
PDCD5,18,14
PDIA4,18,2
PGRMC2,18,8
PHB2,18,9
PITPNB,18,17
PPIB,18,18
PRKCSH,18,17
RAB14,18,4
RAB5C,18,13
RANBP1,18,20
RHOC,18,17
SDHA,18,17
SDHB,18,17
SFXN1,18,18
SND1,18,16
TAGLN2,18,17
TFRC,18,19
TMEM189-UBE2V1,18,18
TOMM34,18,15
TSN,18,13
UGGT1,18,19
VMA21,18,19
ENSG00000099964,18,13
ENSG00000144785,18,18
ENSG00000168775,18,20
ENSG00000166998,18,5
ESCO1,18,22
TRAT1,18,22
ABCD2,18,22
AHCYL1,18,24
AHCYL2,18,12
CNDP1,18,20
DDC,18,20
HARS,18,7
HDC,18,7
NOL4,18,20
SDHD,18,17
MYH2,18,11
C6orf57,18,3
MS4A2,18,9
ATE1,18,20
CUTA,18,13
HSPB11,18,17
ICT1,18,18
LYZ,18,16
MRPS23,18,9
PEBP1,18,7
ENSG00000215694,18,19
ACAT2,18,3
APEH,18,1
DYNLRB1,18,6
HSPA4L,18,13
MT-CO2,18,7
TPP2,18,6
UBE2L6,18,14
SNUPN,18,12
AMPD2,18,12
EPB41,18,21
GABARAPL2,18,22
ACY3,18,21
ADSSL1,18,16
CDO1,18,14
EPX,18,24
GAD1,18,24
GAD2,18,9
HPD,18,16
LPO,18,12
LETM1,18,18
ENSG00000100357,18,19
AMPD1,18,19
ENTPD4,18,15
ENTPD5,18,15
ERI1,18,9
GK2,18,11
ENPP1,18,2
ENPP2,18,2
ENPP3,18,7
ALPI,18,12
ALPL,18,18
ALPPL2,18,18
DBT,18,18
PTS,18,7
HEMK1,18,9
APBA3,18,22
HSP90B1,18,2
ALDH3A1,18,0
ACOT9,18,12
DBI,18,3
DYNC1LI1,18,22
PPP1R21,18,14
MTRF1L,18,8
AACS,18,6
BDH1,18,7
EHHADH,18,6
HADH,18,23
HMGCL,18,23
HMGCS2,18,23
ACAA2,18,12
ACOT12,18,22
OXCT2,18,24
ACADL,18,6
ACADM,18,6
ACADS,18,10
ACOX2,18,10
DHCR24,18,10
NPHP3,18,11
SCP2,18,11
SLC27A2,18,11
SLC27A3,18,11
AUH,18,3
MS4A7,18,3
AADAC,18,0
ESCO2,18,12
HYAL3,18,3
KAT6B,18,0
ENSG00000196959,18,21
ACADSB,18,2
ACOT11,18,1
GPD1,18,0
HNMT,18,2
TMEM91,18,2
ENSG00000189311,18,2
AADAT,18,12
AKR1B10,18,8
NT5C1B,18,7
RDH12,18,7
RDH13,18,7
SUCLG2,18,9
HHAT,18,21
MAOA,18,9
PNP,18,14
EPHX1,18,14
ALDH2,18,24
ACSL1,18,9
ACSL3,18,22
ACSL5,18,4
ACSL6,18,4
CPT1A,18,22
CPT1C,18,14
CPT2,18,9
FANCL,18,3
TLR6,18,10
IWS1,18,22
PCCB,18,19
ATP13A3,18,4
BICC1,18,6
CHRNA4,18,6
PGS1,18,14
PHF14,18,6
PPP4R4,18,11
QSOX2,18,3
SEPSECS,18,2
SMOX,18,2
TDRD3,18,13
ALKBH8,18,0
GALE,18,9
NADSYN1,18,22
SORD,18,7
TRAF7,18,23
ENSG00000011177,18,7
SNCG,18,18
STMN1,18,20
FANCF,18,17
GXYLT1,18,19
KCTD12,18,18
MT-ND2,18,6
TPH1,18,13
FBXO42,18,1
OXA1L,18,18
PAFAH1B2,18,24
PAX9,18,11
MT-CO1,18,0
MPG,18,16
OXCT1,18,16
PCCA,18,21
ACYP2,18,22
ALDH1A1,18,17
ALDH1A3,18,19
ALDH3B2,18,15
ALDH7A1,18,5
ALDH9A1,18,5
CYP7B1,18,24
