TFDP2,21,13
ENSG00000151514,21,11
BMPR1B,21,15
CCNA2,21,16
CDC20,21,12
CDKN1A,21,11
DAXX,21,20
KLF5,21,3
MDM2,21,13
MDM4,21,13
NUB1,21,23
RYBP,21,20
SMAD2,21,10
SMAD4,21,0
SMAD7,21,11
SMURF1,21,2
SMURF2,21,2
SPTLC2,21,20
STAM,21,0
TP53,21,21
TRNAU1AP,21,21
ENSG00000206279,21,4
ENSG00000171032,21,6
ENSG00000206206,21,2
BRCA1,21,12
MYBL2,21,20
DCUN1D1,21,0
JMY,21,7
SIN3A,21,1
TFDP1,21,21
GLI2,21,14
SIAH1,21,14
ARHGAP35,21,19
UBE2D3,21,17
DEAF1,21,15
FAM58A,21,5
NFYB,21,1
ZBTB44,21,21
BRMS1,21,24
CDX2,21,7
CREBBP,21,7
GADD45G,21,10
LSM1,21,8
NBEA,21,3
NOTCH1,21,9
RAD51,21,20
SAE1,21,5
SPIRE2,21,9
TBL1XR1,21,9
TTLL12,21,5
TTLL9,21,5
ZBTB16,21,0
PBX1,21,16
NR6A1,21,11
LMX1A,21,3
CDKN2A,21,5
COPS2,21,14
TSNAX,21,12
UBE2I,21,19
ENSG00000206088,21,15
CBX4,21,6
EPN1,21,4
MAFG,21,1
PMF1,21,8
TGIF1,21,6
HDGF,21,6
RB1,21,7
TGFBR2,21,14
AR,21,10
BTG1,21,18
BTG2,21,18
NCOA1,21,13
PIAS4,21,6
CDK14,21,7
COPS7B,21,23
CREB5,21,12
KIF2A,21,4
MKL2,21,22
POU2AF1,21,4
ELK1,21,6
CCNA1,21,9
CUL2,21,22
CUL5,21,15
EPAS1,21,20
HIF1AN,21,17
OS9,21,18
SP1,21,3
TGFB1I1,21,11
NR5A2,21,13
TRIP11,21,6
SIM2,21,22
PMS2CL,21,12
CCND1,21,10
ELF1,21,1
YARS2,21,18
SCMH1,21,3
YAF2,21,20
UBE2D1,21,8
UBE2D2,21,8
UBE2E1,21,7
UBE2E2,21,6
UBE2E3,21,7
CCNB1,21,16
DLX2,21,15
INTS10,21,3
TBC1D23,21,9
SMAD3,21,12
STAT4,21,11
STAT6,21,4
TOPBP1,21,6
CCND3,21,10
NCOR2,21,21
PARP12,21,21
ERCC5,21,24
SMG6,21,7
TTK,21,16
AP2A2,21,22
PAEP,21,12
CEP250,21,6
GMEB1,21,14
MBD1,21,8
PEX6,21,9
PIAS3,21,13
PRSS8,21,8
RRBP1,21,8
SLC12A4,21,9
SMAD1,21,14
TTC3,21,10
ZBTB6,21,3
ENSG00000189231,21,3
APBB2,21,14
CLSTN1,21,12
KLC1,21,12
SECISBP2,21,0
FOS,21,19
JUN,21,18
PTCH1,21,8
JUNB,21,19
IL36RN,21,23
JPH1,21,3
SRY,21,3
CDKN1C,21,14
NAGA,21,16
MXD1,21,9
BTBD9,21,17
EP300,21,15
AHR,21,23
CTBP2,21,23
HOXD4,21,12
N4BP2,21,4
PPARA,21,14
PPARG,21,6
PANK1,21,3
CDK4,21,8
ZFYVE9,21,10
SUDS3,21,10
PHC1,21,22
PHC1P1,21,19
MAD2L2,21,6
BMPR2,21,8
SUCLA2,21,8
CREB1,21,21
PROX1,21,23
PDLIM1,21,10
BMP2,21,3
BMP7,21,3
FBXO30,21,0
FKBP4,21,1
GDF5,21,21
PLEKHB1,21,2
RXRA,21,9
SMAD9,21,5
THRB,21,13
DACT2,21,8
HDAC4,21,9
ATF7,21,14
BACH1,21,14
BATF3,21,14
CEBPB,21,14
DDIT3,21,14
FOSL1,21,24
FOSL2,21,24
HMGA1,21,23
JDP2,21,16
NCOA6,21,12
NFIL3,21,20
PML,21,20
YY1,21,13
MAF,21,19
NF2,21,15
OTX2,21,15
SMAD5,21,6
MAN2B1,21,24
CACNA1A,21,11
ETS1,21,2
ATF1,21,7
CHEK1,21,7
CREM,21,19
CNOT7,21,3
CBX3,21,14
CTBP1,21,24
HOXA6,21,23
PCGF1,21,16
PHC2,21,16
SPIB,21,11
XRCC1,21,23
CBX2,21,5
LHX1,21,17
ENSG00000206287,21,5
CTCFL,21,4
FOXO1,21,4
RNF165,21,2
MYF6,21,14
SIX3,21,22
SPEN,21,14
ARHGAP33,21,17
BCL3,21,17
NEDD9,21,14
NKX2-5,21,21
SNIP1,21,2
IFIT1,21,13
LPCAT1,21,8
LRCH4,21,8
SAP130,21,7
SAP25,21,8
SAP30,21,19
ZC3HAV1,21,9
ADIPOR2,21,8
CRAT,21,19
TDP2,21,24
PTPRO,21,4
SPRED1,21,6
BCL6,21,8
CEP135,21,7
ELK4,21,3
HIVEP1,21,13
NKX2-1,21,24
NR5A1,21,15
SREBF2,21,20
SRF,21,20
TOB1,21,2
TBX3,21,16
MECOM,21,5
NFATC2,21,0
CDK6,21,10
E2F3,21,11
E2F5,21,11
POU2F2,21,16
ENSG00000206349,21,15
NFIB,21,19
ATOH7,21,18
CCNG2,21,0
SPSB1,21,9
TCF7L2,21,15
ZMYND8,21,20
PIAS1,21,17
ARNTL,21,15
ESR2,21,15
ETS2,21,15
FHIT,21,5
HNF1A,21,5
PPARD,21,4
APLF,21,14
ETV1,21,8
HAND1,21,21
PHOX2A,21,23
CDC25B,21,24
HDAC5,21,22
HDAC7,21,24
HUS1,21,12
LARP1,21,18
TGS1,21,7
TAL1,21,6
TFAP2B,21,0
RUNX1T1,21,8
ARNT2,21,13
DNAH9,21,15
DROSHA,21,14
EHMT1,21,13
TNFRSF8,21,24
WDR35,21,22
KAT8,21,10
FMNL3,21,0
RBBP4,21,22
ASCL3,21,24
RUNX1,21,12
CBX5,21,16
BCAS2,21,1
NIPBL,21,23
SUGP1,21,4
ENSG00000115934,21,10
ATF7IP,21,10
PARK7,21,0
MXRA5,21,19
BTBD17,21,18
EML1,21,19
SPOP,21,10
HDAC3,21,14
CSMD1,21,17
EIF2AK3,21,18
HDAC9,21,15
HSF4,21,4
IDI2,21,21
KIF13B,21,21
LPAR4,21,8
MTMR6,21,7
NKRF,21,8
OSR1,21,8
PCDH9,21,9
POU2F3,21,16
TRAF3IP3,21,16
UTP6,21,15
ZNHIT3,21,9
PITX1,21,5
PITX2,21,11
PTP4A1,21,4
AQR,21,17
SIRT2,21,16
GTF2B,21,14
HSBP1P2,21,10
LIN54,21,3
MYLPF,21,18
E2F4,21,2
NCOR1,21,7
ENSG00000188223,21,8
CSTB,21,9
GOLGA4,21,22
KDM2A,21,5
PDAP1,21,24
SLC4A2,21,10
TBL1X,21,17
RAG2,21,20
ITPK1,21,7
RFX3,21,5
MAN1A2,21,23
MAN1C1,21,14
LHX3,21,18
DNMT3B,21,13
RBBP8,21,6
HIPK3,21,21
ARID1A,21,14
PANK4,21,3
RAD9A,21,9
MYCN,21,23
MYF5,21,22
STON1-GTF2A1L,21,7
ATF4,21,17
LMO2,21,6
WWP1,21,2
PMS2,21,3
SIN3B,21,2
LIN52,21,12
MYBL1,21,13
RBL2,21,24
AEBP2,21,10
NRIP1,21,16
RXRG,21,18
SATB1,21,5
ISOC1,21,11
LIN9,21,7
PAX5,21,1
PRDM2,21,8
RBBP9,21,16
SUV39H1,21,15
USP4,21,23
ENSG00000180733,21,23
FAM175A,21,22
LMO4,21,16
ETV7,21,21
IRF1,21,19
PPP1R13L,21,13
TCF12,21,19
RUNX2,21,6
XBP1,21,12
HOXA9,21,10
HOXD12,21,10
PTTG1,21,3
NDN,21,0
CAMSAP2,21,16
BCOR,21,23
PAX6,21,19
C11orf49,21,14
LIG3,21,22
PKNOX1,21,24
TEKT3,21,12
DNMT3A,21,15
RASSF2,21,20
PIAS2,21,19
SP4,21,15
ZBTB7A,21,19
CXXC1,21,15
UBOX5,21,10
PLA2G15,21,6
ASH2L,21,23
HCFC2,21,23
MAFK,21,0
DAP3,21,10
RNF2,21,5
PELP1,21,11
GATA4,21,0
KLF13,21,2
LMO1,21,2
NKX2-2,21,2
PUM1,21,2
TBX5,21,9
ELMO1,21,9
ABCC9,21,10
WRB,21,11
AIRE,21,11
ALX1,21,3
CITED2,21,0
DACH1,21,21
GMEB2,21,2
KLF4,21,9
MAML1,21,2
NFE2L2,21,1
NMI,21,13
NPAS2,21,8
POU1F1,21,22
RARA,21,7
SERTAD2,21,7
TRERF1,21,19
ENSG00000153807,21,13
GATA6,21,3
NR1I3,21,9
ZC4H2,21,12
MSX2,21,13
NUDT6,21,11
MBD2,21,15
MBD3,21,15
TFE3,21,5
CUL3,21,4
IGLON5,21,6
NTM,21,4
ENSG00000214186,21,4
RNF14,21,4
DHFRP1,21,6
SATB2,21,22
ISCU,21,9
CC2D1A,21,15
CLSPN,21,15
DNASE2B,21,4
E2F1,21,6
EIF1AD,21,23
GPS1,21,10
HOXB1,21,11
ID2,21,11
IRF2BP2,21,3
ITFG1,21,0
JAGN1,21,16
MIER1,21,2
MNDA,21,1
MRPL22,21,2
MUC3A,21,22
NDUFB7,21,13
NFE2L1,21,22
NOP16,21,12
OSR2,21,12
PRRX1,21,0
RBL1,21,6
SETD1B,21,13
SREBF1,21,16
STK10,21,11
SUV420H2,21,19
SYF2,21,15
TLE4,21,15
TPST1,21,15
USE1,21,5
VDR,21,3
IRX4,21,2
JMJD6,21,24
ZFYVE26,21,12
BAZ2B,21,4
CPEB4,21,8
ZZZ3,21,0
ENSG00000093100,21,1
BRWD1,21,19
MEF2A,21,15
PNKD,21,6
PYCR1,21,20
PHF12,21,22
SUB1,21,18
KIAA0087,21,8
WSB2,21,21
C1QTNF3,21,1
CRYL1,21,10
GABPA,21,5
MOK,21,23
NFYC,21,15
PAX3,21,5
PAX8,21,20
SIM1,21,7
ZBTB17,21,13
RBPJ,21,1
BACH2,21,0
JUND,21,7
ARNT,21,19
LEMD3,21,10
SLC6A10P,21,15
AMH,21,3
AREG,21,21
EZH2,21,15
BMP4,21,22
FAM46A,21,4
CTCF,21,0
KPNA1,21,21
BRIP1,21,1
CD109,21,19
FAM60A,21,7
GFER,21,9
TMEM214,21,12
TONSL,21,10
TRIM24,21,21
ZMYM4,21,0
ECD,21,3
APLP2,21,16
PARD3B,21,9
SCEL,21,21
ZDHHC7,21,22
AK5,21,14
PANK2,21,12
NCOA2,21,20
OTUB1,21,20
FLI1,21,7
MBNL1,21,21
MTA1,21,9
PBX2,21,17
RBX1,21,15
SPATA2L,21,6
SPIRE1,21,4
ENSG00000206315,21,10
PLEKHA8,21,0
MYOG,21,24
TCF4,21,20
HIPK2,21,18
TDG,21,16
HELZ2,21,16
KMT2B,21,9
LPAR2,21,11
MAPK8IP3,21,22
OSBPL1A,21,5
PANX3,21,5
PPAP2B,21,13
SENP7,21,0
SMO,21,14
TAPT1,21,24
WNK4,21,22
WNT16,21,10
ZNF443,21,17
BRCA2,21,0
NDC80,21,10
MNT,21,24
POU2F1,21,14
ESRRB,21,16
RORA,21,21
MXI1,21,8
NR2C1,21,12
GCSH,21,5
ASCL1,21,3
DMXL2,21,17
AHSA2,21,19
ENSG00000173959,21,19
RPS6KC1,21,24
SOX5,21,10
ACVR1C,21,10
ACE,21,11
FOXP4,21,2
TNFAIP8,21,21
HERC5,21,11
MGME1,21,13
OTUB2,21,17
MEIS2,21,6
APEX1,21,10
KIF4A,21,1
CDKL1,21,24
GSC,21,13
RAB34,21,17
ENSG00000215700,21,6
HES5,21,6
CLOCK,21,1
NKX3-1,21,1
TOPORS,21,1
TCF3,21,8
ULK2,21,20
RNF4,21,19
SPDEF,21,9
ZMIZ1,21,10
PAPPA2,21,8
PRPF39,21,0
E2F2,21,23
NTAN1,21,7
SCHIP1,21,7
SKIL,21,16
CCNB3,21,16
CKS1B,21,5
GADD45B,21,16
MEF2C,21,24
CCNJ,21,2
EMX2,21,22
HOXC6,21,22
NR1H3,21,0
ST14,21,19
THRA,21,15
NR2E3,21,5
HMGB2,21,24
CYB5R3,21,20
GPS2,21,10
EED,21,13
CREB3,21,17
RSPH3,21,19
DOT1L,21,4
RNF220,21,23
MITF,21,9
MYOCD,21,5
HDAC10,21,19
MBD3L1,21,19
RBP1,21,15
SETD1A,21,5
SMYD1,21,5
HR,21,4
EGLN1,21,12
CBX8,21,20
ZEB1,21,4
ANKRD13A,21,0
HEY1,21,1
HEYL,21,1
ENSG00000206215,21,10
ISL1,21,21
DHH,21,0
FOXN2,21,17
MCM3AP,21,16
RAB4B-EGLN2,21,4
EMX1,21,21
HIF1A,21,1
PCGF6,21,16
TOX4,21,0
ZBTB33,21,21
ATF6B,21,20
CCDC88B,21,19
HOXB8,21,15
RASD2,21,7
CCNE2,21,23
RHOD,21,0
EDF1,21,13
HAND2,21,24
HES1,21,12
MGMT,21,20
POLB,21,9
FOXA2,21,4
ABTB1,21,24
CAND1,21,23
DARS2,21,6
FBXO11,21,7
PIM1,21,9
IKZF1,21,21
IKZF3,21,9
IKZF4,21,14
RFX5,21,2
TCAIM,21,16
FBXO34,21,13
CXXC5,21,11
EXPH5,21,19
KMT2D,21,15
MGAT1,21,19
PIR,21,15
RNF123,21,5
SMAD6,21,5
BAZ1A,21,4
NR1H4,21,23
COX7A1,21,10
ZBTB3,21,3
EVX1,21,1
POU3F2,21,2
TEAD1,21,14
TRIP4,21,22
ZNF76,21,24
PPRC1,21,12
FBXL12,21,3
NKIRAS1,21,23
RNF146,21,24
STK35,21,1
TSSK3,21,11
USP45,21,10
ENSG00000206468,21,4
RBM4B,21,24
HES6,21,21
HHEX,21,2
SIX6,21,13
PPP1R13B,21,17
ID3,21,15
TXNIP,21,19
BRSK2,21,22
TACC2,21,6
DCTN3,21,2
MLKL,21,1
MTF2,21,1
PAXIP1,21,9
USF1,21,22
NR2F2,21,13
HDAC11,21,19
CITED1,21,20
LYL1,21,4
SPI1,21,1
RORB,21,9
BHLHA15,21,1
ELK3,21,13
GATA1,21,13
GATA2,21,17
ID1,21,8
MSC,21,15
PTF1A,21,18
TCF21,21,12
TWIST1,21,1
ANKRD50,21,14
MTPAP,21,14
ZFPM1,21,18
ATF5,21,19
BMP5,21,11
CHMP4B,21,11
DLX5,21,6
KIF5C,21,6
NR4A1,21,23
KCTD1,21,1
PPM1J,21,1
SALL1,21,2
TFAP2C,21,9
ENSG00000205369,21,9
NCOA4,21,4
NR2F1,21,4
RXRB,21,4
ENSG00000206289,21,8
TRIM71,21,19
CREB3L3,21,16
CDKN2D,21,24
IFI27,21,0
SERTAD1,21,8
KMT2C,21,21
CORO2A,21,21
